Date,Country,Weather
2024-12-22,American Samoa,Sunny
2025-01-26,Malta,Windy
2025-01-16,Seychelles,Sunny
2025-02-03,Jordan,Sunny
2024-12-09,El Salvador,Stormy
2025-02-09,Germany,Windy
2025-01-05,Burkina Faso,Rainy
2025-01-03,Bahrain,Snowy
2025-02-16,Mexico,Sunny
2025-01-08,Marshall Islands,Stormy
2025-02-12,Botswana,Windy
2025-02-11,Austria,Sunny
2024-12-08,Micronesia,Sunny
2025-01-14,Martinique,Sunny
2025-02-14,Cote d'Ivoire,Windy
2025-01-27,Slovakia (Slovak Republic),Windy
2024-12-05,South Africa,Windy
2025-01-20,Qatar,Windy
2025-01-31,Luxembourg,Windy
2025-02-05,Namibia,Sunny
2025-02-17,Jamaica,Windy
2025-01-19,Nigeria,Rainy
2024-12-27,Italy,Sunny
2024-12-21,Wallis and Futuna,Stormy
2025-02-18,Central African Republic,Sunny
2025-01-17,Puerto Rico,Cloudy
2024-12-04,Finland,Windy
2024-12-20,Antigua and Barbuda,Sunny
2025-02-16,Peru,Snowy
2025-01-17,Macao,Sunny
2025-02-02,Azerbaijan,Windy
2025-01-26,Mali,Sunny
2025-02-03,Andorra,Stormy
2025-02-23,Antigua and Barbuda,Snowy
2024-12-13,Zambia,Windy
2025-01-12,Gabon,Stormy
2025-02-20,Congo,Sunny
2024-12-20,Western Sahara,Windy
2024-12-22,Qatar,Snowy
2024-12-30,Madagascar,Cloudy
2024-12-19,Uganda,Sunny
2025-02-25,Nigeria,Sunny
2025-01-16,Panama,Rainy
2025-01-22,South Africa,Stormy
2024-12-06,Guatemala,Stormy
2025-02-02,Bulgaria,Stormy
2025-02-01,Philippines,Windy
2024-12-24,Slovenia,Rainy
2025-02-12,Brazil,Stormy
2025-01-18,Senegal,Cloudy
2025-01-17,Japan,Rainy
2025-01-18,Libyan Arab Jamahiriya,Cloudy
2024-12-02,Egypt,Windy
2024-12-02,Uruguay,Rainy
2024-12-12,Israel,Stormy
2025-02-23,India,Rainy
2025-01-28,Albania,Snowy
2024-12-20,Tanzania,Rainy
2024-12-25,Mongolia,Sunny
2025-01-16,Slovakia (Slovak Republic),Stormy
2025-02-26,Serbia,Snowy
2024-12-27,Togo,Windy
2025-02-22,Denmark,Rainy
2024-12-18,Liechtenstein,Windy
2024-12-02,Monaco,Cloudy
2025-01-03,Bermuda,Windy
2024-12-26,Falkland Islands (Malvinas),Rainy
2025-02-21,Tanzania,Snowy
2025-01-28,Cyprus,Snowy
2025-01-02,Burkina Faso,Snowy
2024-12-17,Colombia,Rainy
2025-01-21,Uzbekistan,Sunny
2025-01-03,Uganda,Sunny
2024-12-10,Maldives,Cloudy
2024-12-31,Tajikistan,Rainy
2025-01-27,Wallis and Futuna,Stormy
2024-12-27,Nigeria,Rainy
2025-02-07,Yemen,Windy
2025-02-18,Uganda,Windy
2025-02-07,Namibia,Cloudy
2024-12-06,Equatorial Guinea,Windy
2024-12-17,Panama,Rainy
2025-02-21,Niue,Rainy
2025-01-17,Taiwan,Cloudy
2025-02-06,Romania,Cloudy
2025-01-11,Ghana,Rainy
2024-12-25,Saint Kitts and Nevis,Snowy
2024-12-05,Burundi,Cloudy
2025-02-20,Niue,Cloudy
2024-12-29,Cape Verde,Stormy
2025-01-29,United States Virgin Islands,Snowy
2025-01-15,Dominica,Stormy
2025-02-01,Seychelles,Cloudy
2025-02-15,Mauritius,Stormy
2025-01-10,South Georgia and the South Sandwich Islands,Sunny
2025-02-20,Greenland,Rainy
2024-12-13,Gibraltar,Windy
2024-12-06,Iran,Sunny
2025-02-05,Sri Lanka,Windy
2024-12-21,Solomon Islands,Cloudy
2025-01-29,Mongolia,Cloudy
2025-02-03,Mayotte,Cloudy
2025-01-21,French Polynesia,Rainy
2025-01-23,Reunion,Cloudy
2024-12-12,Russian Federation,Sunny
2025-02-09,Tuvalu,Windy
2025-01-16,Kenya,Cloudy
2024-12-31,Georgia,Snowy
2025-02-20,Tunisia,Sunny
2025-01-30,Oman,Cloudy
2024-12-18,India,Snowy
2025-01-02,Benin,Windy
2025-01-05,Pitcairn Islands,Rainy
2024-12-03,Nauru,Snowy
2025-02-05,Malaysia,Cloudy
2025-02-20,Lebanon,Rainy
2025-01-14,Ukraine,Windy
2025-01-03,Jamaica,Snowy
2025-02-25,Namibia,Rainy
2025-01-09,Hong Kong,Rainy
2025-02-25,Reunion,Cloudy
2025-02-05,Angola,Windy
2025-02-19,Netherlands,Snowy
2025-02-04,Slovenia,Cloudy
2025-01-04,Syrian Arab Republic,Sunny
2025-01-27,Bouvet Island (Bouvetoya),Sunny
2024-12-21,Bouvet Island (Bouvetoya),Windy
2024-12-08,Samoa,Rainy
2025-02-14,Saint Martin,Sunny
2025-02-18,Micronesia,Stormy
2024-12-04,Cuba,Sunny
2025-01-02,Jersey,Cloudy
2025-01-24,Tanzania,Sunny
2024-12-22,Belarus,Snowy
2024-12-30,Papua New Guinea,Rainy
2025-02-02,Cambodia,Cloudy
2025-01-05,Canada,Snowy
2024-12-07,Uganda,Cloudy
2025-01-03,North Macedonia,Sunny
2025-02-25,United Arab Emirates,Rainy
2024-12-11,Hungary,Snowy
2024-12-22,Cayman Islands,Cloudy
2025-02-19,Zambia,Stormy
2024-12-16,New Caledonia,Rainy
2024-12-03,Chile,Windy
2025-01-25,Malta,Cloudy
2025-01-22,Korea,Sunny
2025-02-13,United Arab Emirates,Sunny
2024-12-28,Saint Helena,Stormy
2025-01-15,United States of America,Rainy
2025-02-04,Iceland,Windy
2024-12-27,Slovakia (Slovak Republic),Cloudy
2025-02-17,Saint Lucia,Rainy
2025-03-01,Norway,Cloudy
2025-01-21,Northern Mariana Islands,Stormy
2025-01-30,Bhutan,Snowy
2025-01-11,Dominican Republic,Rainy
2024-12-04,San Marino,Windy
2024-12-13,Saudi Arabia,Snowy
2025-02-22,Svalbard & Jan Mayen Islands,Cloudy
2024-12-08,Equatorial Guinea,Snowy
2025-01-10,Jordan,Cloudy
2025-01-20,South Africa,Stormy
2024-12-11,Chile,Stormy
2024-12-17,Slovenia,Cloudy
2024-12-28,Zambia,Windy
2025-02-07,Mexico,Rainy
2025-02-22,Heard Island and McDonald Islands,Cloudy
2024-12-23,British Indian Ocean Territory (Chagos Archipelago),Rainy
2025-01-12,Tunisia,Windy
2024-12-11,North Macedonia,Windy
2025-01-26,Svalbard & Jan Mayen Islands,Stormy
2025-02-23,Ghana,Rainy
2025-01-02,Micronesia,Stormy
2025-01-30,United States Virgin Islands,Rainy
2025-02-24,Myanmar,Stormy
2025-01-30,Tajikistan,Rainy
2024-12-28,Latvia,Snowy
2025-02-11,Poland,Sunny
2025-02-22,Svalbard & Jan Mayen Islands,Stormy
2025-01-31,Jamaica,Stormy
2025-01-26,Syrian Arab Republic,Sunny
2025-02-16,Paraguay,Rainy
2024-12-05,Senegal,Cloudy
2025-02-15,Latvia,Snowy
2025-02-18,Philippines,Stormy
2025-02-06,Micronesia,Snowy
2024-12-08,Swaziland,Sunny
2025-01-21,Samoa,Windy
2025-01-06,Fiji,Cloudy
2024-12-18,Namibia,Windy
2025-02-28,Liberia,Rainy
2025-02-10,Belize,Stormy
2025-02-23,Russian Federation,Sunny
2024-12-11,Mexico,Sunny
2025-02-14,Burkina Faso,Snowy
2025-01-17,Israel,Snowy
2025-01-03,Portugal,Stormy
2025-02-19,North Macedonia,Rainy
2025-02-11,Bolivia,Sunny
2025-02-25,Honduras,Windy
2024-12-26,Jersey,Stormy
2024-12-27,Guadeloupe,Snowy
2024-12-06,Iraq,Cloudy
2024-12-31,Saint Lucia,Rainy
2025-01-17,South Africa,Stormy
2025-01-10,United Arab Emirates,Windy
2024-12-26,Lao People's Democratic Republic,Snowy
2025-02-28,Pakistan,Stormy
2025-02-27,Togo,Stormy
2024-12-25,Slovakia (Slovak Republic),Cloudy
2025-01-21,Maldives,Rainy
2025-03-01,Madagascar,Stormy
2025-01-17,Oman,Rainy
2025-01-24,Congo,Cloudy
2025-02-15,Marshall Islands,Stormy
2025-01-28,Cote d'Ivoire,Windy
2024-12-20,Philippines,Snowy
2025-02-15,Hungary,Cloudy
2025-02-28,Korea,Windy
2024-12-18,Niger,Snowy
2025-01-25,Burundi,Cloudy
2025-02-14,Nauru,Sunny
2025-02-02,British Indian Ocean Territory (Chagos Archipelago),Snowy
2025-01-14,Senegal,Windy
2025-01-06,Guernsey,Stormy
2025-01-29,Lesotho,Windy
2025-02-04,French Guiana,Rainy
2025-01-27,Cyprus,Windy
2025-02-27,Uganda,Snowy
2025-02-08,Bermuda,Windy
2025-01-02,Gambia,Sunny
2024-12-15,Iraq,Stormy
2025-01-20,Macao,Cloudy
2024-12-11,Indonesia,Snowy
2024-12-07,Chile,Stormy
2025-02-18,Germany,Cloudy
2025-02-26,Antigua and Barbuda,Sunny
2025-01-30,Georgia,Sunny
2025-02-28,Azerbaijan,Windy
2024-12-02,Ghana,Cloudy
2025-01-17,Lebanon,Stormy
2025-03-01,Azerbaijan,Rainy
2025-02-05,Guernsey,Rainy
2025-01-13,United States Virgin Islands,Snowy
2025-01-10,Guatemala,Rainy
2025-01-21,Netherlands,Rainy
2024-12-25,Netherlands,Snowy
2024-12-31,Eritrea,Snowy
2025-01-16,Mauritius,Cloudy
2024-12-31,Bahamas,Windy
2025-01-09,Fiji,Sunny
2024-12-25,Samoa,Cloudy
2025-01-11,Italy,Cloudy
2025-01-19,New Caledonia,Windy
2024-12-29,Canada,Rainy
2025-02-01,Niue,Rainy
2025-01-22,Comoros,Stormy
2025-02-20,Austria,Windy
2024-12-22,Saint Barthelemy,Cloudy
2025-01-19,Uruguay,Cloudy
2025-01-22,Zimbabwe,Cloudy
2024-12-30,Armenia,Rainy
2025-02-09,Taiwan,Rainy
2025-01-20,Canada,Rainy
2024-12-18,Montserrat,Cloudy
2024-12-19,Bangladesh,Rainy
2024-12-13,Sierra Leone,Windy
2025-02-03,Argentina,Snowy
2024-12-08,Benin,Rainy
2025-01-26,Latvia,Snowy
2024-12-22,Slovakia (Slovak Republic),Windy
2025-01-20,Swaziland,Windy
2024-12-09,Cote d'Ivoire,Stormy
2024-12-10,Burundi,Stormy
2024-12-22,Bosnia and Herzegovina,Windy
2025-02-11,United States Virgin Islands,Stormy
2024-12-19,Heard Island and McDonald Islands,Sunny
2025-02-01,Ireland,Windy
2025-01-29,Faroe Islands,Snowy
2025-02-01,Christmas Island,Windy
2025-01-11,Turkmenistan,Snowy
2024-12-24,India,Sunny
2025-01-01,Qatar,Windy
2025-02-08,Monaco,Rainy
2025-02-04,Gibraltar,Snowy
2025-01-29,Mali,Rainy
2024-12-17,Hungary,Windy
2025-01-03,Micronesia,Windy
2025-01-02,Mongolia,Rainy
2024-12-16,Nicaragua,Cloudy
2025-02-05,Mayotte,Sunny
2025-01-17,Cuba,Windy
2025-02-15,Reunion,Stormy
2025-02-03,Anguilla,Snowy
2024-12-22,Armenia,Windy
2024-12-22,Christmas Island,Sunny
2024-12-15,Aruba,Windy
2025-01-29,Somalia,Cloudy
2025-02-26,Nauru,Sunny
2024-12-14,Russian Federation,Stormy
2025-02-22,Slovakia (Slovak Republic),Rainy
2025-02-06,Saint Helena,Sunny
2024-12-13,Tanzania,Snowy
2024-12-11,American Samoa,Rainy
2025-01-31,Antarctica (the territory South of 60 deg S),Snowy
2025-01-04,Honduras,Sunny
2025-01-12,Lithuania,Snowy
2025-01-28,Sri Lanka,Windy
2025-01-08,Russian Federation,Windy
2024-12-12,Lithuania,Windy
2025-01-22,Azerbaijan,Sunny
2024-12-25,British Indian Ocean Territory (Chagos Archipelago),Sunny
2025-02-05,Chile,Rainy
2024-12-16,Iran,Stormy
2025-01-06,Yemen,Windy
2024-12-14,Guyana,Snowy
2025-02-02,Liechtenstein,Snowy
2025-02-09,Ethiopia,Rainy
2024-12-03,Bahamas,Cloudy
2025-01-07,Norfolk Island,Windy
2024-12-05,Congo,Cloudy
2024-12-19,Montserrat,Stormy
2025-02-25,United States of America,Snowy
2025-02-26,Uzbekistan,Sunny
2025-01-25,Netherlands,Stormy
2025-03-01,Tuvalu,Windy
2025-01-27,Lesotho,Sunny
2025-01-29,Nepal,Snowy
2025-01-23,French Polynesia,Rainy
2024-12-12,British Virgin Islands,Sunny
2025-02-13,Korea,Sunny
2025-02-24,Congo,Snowy
2025-02-02,Tunisia,Sunny
2025-01-16,Belgium,Rainy
2024-12-02,Lithuania,Cloudy
2025-02-28,Guam,Windy
2024-12-18,Gabon,Windy
2025-01-12,Saint Pierre and Miquelon,Windy
2024-12-05,Poland,Rainy
2024-12-04,Australia,Stormy
2024-12-04,Finland,Rainy
2025-02-24,Lebanon,Rainy
2024-12-09,Panama,Sunny
2025-02-08,Jersey,Stormy
2024-12-09,Congo,Windy
2025-01-19,Suriname,Cloudy
2025-02-16,Greenland,Sunny
2025-02-06,Tanzania,Snowy
2025-02-12,Iceland,Rainy
2024-12-10,Madagascar,Snowy
2025-02-10,Liechtenstein,Cloudy
2024-12-14,Sierra Leone,Stormy
2024-12-07,South Africa,Stormy
2025-02-08,Swaziland,Cloudy
2024-12-07,Saint Martin,Stormy
2025-03-01,Guyana,Snowy
2024-12-10,Iran,Rainy
2025-02-25,Gibraltar,Cloudy
2025-02-22,Guinea,Stormy
2024-12-08,Pakistan,Rainy
2025-01-07,Iran,Rainy
2024-12-22,Cuba,Cloudy
2025-02-16,Libyan Arab Jamahiriya,Sunny
2025-01-14,Thailand,Windy
2025-01-24,Nepal,Rainy
2024-12-25,British Virgin Islands,Sunny
2024-12-31,Korea,Cloudy
2025-01-01,Jordan,Windy
2024-12-02,Holy See (Vatican City State),Windy
2025-02-09,Bahrain,Rainy
2025-01-27,Turkey,Rainy
2025-02-01,Canada,Windy
2025-01-18,Heard Island and McDonald Islands,Stormy
2025-01-09,Puerto Rico,Snowy
2025-01-15,Christmas Island,Cloudy
2025-02-16,Peru,Windy
2025-02-01,Namibia,Stormy
2025-02-20,Qatar,Sunny
2025-01-29,French Polynesia,Cloudy
2025-01-20,Madagascar,Cloudy
2024-12-14,Togo,Sunny
2024-12-05,Bouvet Island (Bouvetoya),Stormy
2025-02-15,Lithuania,Snowy
2025-02-13,Georgia,Rainy
2024-12-23,Samoa,Cloudy
2025-02-04,Tuvalu,Snowy
2025-02-26,Svalbard & Jan Mayen Islands,Stormy
2024-12-10,Saint Lucia,Stormy
2024-12-05,Martinique,Cloudy
2024-12-16,Turks and Caicos Islands,Rainy
2025-01-22,Liechtenstein,Windy
2025-02-21,Cote d'Ivoire,Windy
2025-01-06,China,Rainy
2025-01-31,Greenland,Snowy
2025-01-27,New Zealand,Windy
2025-02-14,Netherlands Antilles,Rainy
2024-12-18,Martinique,Snowy
2025-01-25,Slovenia,Cloudy
2025-02-05,Nicaragua,Windy
2025-02-05,Rwanda,Rainy
2025-02-10,Lesotho,Snowy
2025-01-01,Bosnia and Herzegovina,Cloudy
2025-02-23,Tonga,Snowy
2024-12-24,Paraguay,Cloudy
2025-02-02,Niger,Stormy
2025-01-14,Cameroon,Stormy
2024-12-02,Guinea,Rainy
2025-02-06,Bahrain,Windy
2024-12-16,South Georgia and the South Sandwich Islands,Cloudy
2025-02-13,Iran,Windy
2025-01-29,Ghana,Stormy
2025-01-26,Tonga,Rainy
2025-01-13,Afghanistan,Sunny
2025-01-09,Central African Republic,Sunny
2025-01-07,Kenya,Rainy
2025-01-04,Serbia,Snowy
2025-02-17,Brazil,Sunny
2025-02-26,Austria,Cloudy
2025-02-17,Svalbard & Jan Mayen Islands,Cloudy
2025-01-08,Tokelau,Snowy
2024-12-17,Tajikistan,Sunny
2025-01-02,Marshall Islands,Stormy
2025-01-27,Aruba,Rainy
2024-12-30,Bangladesh,Windy
2025-01-30,Norfolk Island,Cloudy
2025-02-24,Monaco,Cloudy
2024-12-14,Bosnia and Herzegovina,Sunny
2025-02-01,Guadeloupe,Sunny
2025-01-16,Italy,Snowy
2025-01-13,Senegal,Stormy
2024-12-27,Dominica,Rainy
2025-01-19,Ecuador,Stormy
2025-02-23,Italy,Stormy
2025-01-27,Cote d'Ivoire,Snowy
2025-01-23,Seychelles,Windy
2025-01-14,Latvia,Cloudy
2025-02-16,Jamaica,Snowy
2024-12-10,Israel,Sunny
2025-02-26,Northern Mariana Islands,Windy
2025-01-08,Turks and Caicos Islands,Stormy
2025-02-24,Christmas Island,Cloudy
2025-02-21,Colombia,Sunny
2024-12-02,Martinique,Snowy
2024-12-29,Guatemala,Snowy
2024-12-14,Gabon,Sunny
2024-12-06,Sierra Leone,Cloudy
2025-01-17,Seychelles,Snowy
2024-12-30,Singapore,Rainy
2025-02-28,Aruba,Snowy
2025-01-16,Russian Federation,Windy
2025-01-13,Peru,Windy
2024-12-07,Indonesia,Stormy
2025-02-28,Cape Verde,Sunny
2025-01-05,Antarctica (the territory South of 60 deg S),Stormy
2025-01-17,Lao People's Democratic Republic,Stormy
2025-02-22,Cocos (Keeling) Islands,Rainy
2025-01-19,Uzbekistan,Stormy
2025-02-03,Venezuela,Rainy
2024-12-17,Hungary,Sunny
2024-12-28,Armenia,Windy
2024-12-12,Colombia,Cloudy
2025-02-05,Zimbabwe,Sunny
2025-01-28,Guernsey,Cloudy
2025-01-09,Bahrain,Cloudy
2024-12-13,Japan,Sunny
2024-12-31,Christmas Island,Windy
2024-12-02,Israel,Stormy
2025-02-22,Kyrgyz Republic,Cloudy
2025-01-24,Kiribati,Windy
2025-02-23,Albania,Windy
2024-12-21,Serbia,Rainy
2025-02-07,Papua New Guinea,Rainy
2025-01-09,Tanzania,Windy
2024-12-19,Venezuela,Windy
2024-12-24,Pakistan,Snowy
2025-02-15,Bermuda,Cloudy
2025-02-21,Barbados,Sunny
2025-01-23,United States of America,Sunny
2025-01-18,Yemen,Windy
2025-01-15,North Macedonia,Stormy
2024-12-17,Zambia,Sunny
2024-12-24,Cook Islands,Sunny
2024-12-23,Seychelles,Snowy
2025-01-27,Iceland,Stormy
2025-01-21,Moldova,Rainy
2024-12-18,Belarus,Cloudy
2025-01-04,Nauru,Stormy
2024-12-17,Comoros,Rainy
2025-01-24,Bahrain,Rainy
2025-01-19,Central African Republic,Sunny
2024-12-14,Madagascar,Snowy
2025-01-29,Niger,Snowy
2025-01-09,Guinea-Bissau,Windy
2024-12-24,Korea,Sunny
2025-01-09,Comoros,Rainy
2025-02-11,Ukraine,Rainy
2025-01-05,Peru,Windy
2025-02-23,Saint Helena,Sunny
2025-02-11,Wallis and Futuna,Snowy
2025-02-12,Sudan,Sunny
2025-01-19,Belgium,Cloudy
2025-01-06,French Polynesia,Windy
2025-02-10,India,Stormy
2024-12-07,Guinea-Bissau,Sunny
2025-01-11,Singapore,Sunny
2025-02-23,Montserrat,Stormy
2025-01-10,Jamaica,Snowy
2024-12-13,Burkina Faso,Stormy
2024-12-02,Seychelles,Sunny
2025-02-08,Djibouti,Cloudy
2024-12-22,Ukraine,Windy
2025-02-15,Singapore,Rainy
2025-02-13,Isle of Man,Stormy
2025-01-18,United States Virgin Islands,Windy
2025-02-13,Central African Republic,Snowy
2025-02-19,Thailand,Sunny
2025-03-01,French Polynesia,Stormy
2024-12-15,Reunion,Windy
2025-01-11,New Zealand,Snowy
2025-01-05,Algeria,Sunny
2024-12-03,Tuvalu,Cloudy
2024-12-11,Trinidad and Tobago,Snowy
2025-01-30,Belize,Windy
2025-01-05,Turkmenistan,Rainy
2024-12-25,Ireland,Windy
2024-12-06,Micronesia,Stormy
2025-02-22,Niger,Cloudy
2025-02-26,Sierra Leone,Sunny
2025-01-18,Tunisia,Rainy
2025-01-05,Anguilla,Stormy
2025-01-13,United States of America,Rainy
2025-02-19,French Guiana,Stormy
2025-01-28,Uzbekistan,Snowy
2024-12-13,Denmark,Stormy
2025-02-25,Slovakia (Slovak Republic),Windy
2024-12-15,Korea,Cloudy
2024-12-09,Cyprus,Cloudy
2025-01-17,Russian Federation,Snowy
2025-02-09,Latvia,Cloudy
2025-01-30,Cote d'Ivoire,Stormy
2025-01-25,Belarus,Cloudy
2024-12-26,Sri Lanka,Stormy
2024-12-07,Mongolia,Cloudy
2025-01-23,Liechtenstein,Cloudy
2025-01-13,United Arab Emirates,Cloudy
2025-02-01,Nigeria,Windy
2025-01-16,Maldives,Windy
2025-02-28,Palau,Snowy
2025-01-20,Micronesia,Windy
2025-02-20,Iraq,Windy
2025-01-27,Bahamas,Rainy
2025-01-24,Palestinian Territory,Windy
2025-02-09,Malaysia,Cloudy
2025-02-05,Denmark,Snowy
2025-02-07,Fiji,Rainy
2025-02-13,Cuba,Sunny
2024-12-29,Germany,Cloudy
2025-01-14,Guadeloupe,Snowy
2024-12-20,Jamaica,Windy
2025-01-27,Bahamas,Snowy
2024-12-27,Zambia,Windy
2024-12-02,Australia,Sunny
2025-01-30,Barbados,Rainy
2024-12-17,North Macedonia,Windy
2025-02-12,New Caledonia,Rainy
2024-12-06,Thailand,Windy
2025-01-12,Falkland Islands (Malvinas),Windy
2024-12-23,Canada,Stormy
2024-12-15,Kyrgyz Republic,Sunny
2025-01-31,Jamaica,Sunny
2025-01-30,Sweden,Snowy
2025-02-17,Nauru,Sunny
2025-01-28,Belize,Cloudy
2025-01-08,Netherlands Antilles,Snowy
2025-01-17,Cote d'Ivoire,Rainy
2025-01-28,Bouvet Island (Bouvetoya),Windy
2025-01-27,Kyrgyz Republic,Cloudy
2025-01-26,Liberia,Snowy
2025-01-07,Nigeria,Windy
2025-02-28,Sierra Leone,Rainy
2025-02-18,Jersey,Windy
2025-01-17,Tokelau,Windy
2025-01-23,Norway,Rainy
2024-12-25,American Samoa,Cloudy
2025-01-02,New Zealand,Rainy
2025-01-29,Tonga,Cloudy
2025-01-26,Indonesia,Rainy
2024-12-16,Saudi Arabia,Sunny
2025-02-26,Solomon Islands,Windy
2024-12-20,Haiti,Snowy
2025-02-06,Sierra Leone,Cloudy
2025-02-19,Marshall Islands,Sunny
2025-01-06,Guadeloupe,Rainy
2025-02-02,Western Sahara,Windy
2025-02-01,Somalia,Sunny
2025-01-25,Faroe Islands,Sunny
2025-01-24,Dominica,Snowy
2025-01-31,Bahrain,Sunny
2024-12-25,Bouvet Island (Bouvetoya),Snowy
2025-02-25,Lithuania,Windy
2025-02-12,Nauru,Rainy
2024-12-23,Madagascar,Stormy
2024-12-16,Estonia,Rainy
2025-01-28,Antigua and Barbuda,Windy
2025-01-03,South Africa,Sunny
2025-01-18,Benin,Sunny
2024-12-03,Lebanon,Sunny
2025-02-02,Malawi,Cloudy
2025-01-12,Martinique,Snowy
2024-12-07,Liechtenstein,Sunny
2025-02-25,Peru,Stormy
2024-12-09,Spain,Windy
2024-12-28,Palau,Sunny
2025-02-06,Madagascar,Rainy
2025-02-03,Swaziland,Stormy
2025-01-05,Hungary,Snowy
2025-02-11,French Southern Territories,Cloudy
2025-01-19,Ghana,Cloudy
2025-01-09,Sierra Leone,Sunny
2025-01-22,Estonia,Snowy
2024-12-27,Gabon,Windy
2025-01-03,North Macedonia,Sunny
2025-01-23,Antarctica (the territory South of 60 deg S),Snowy
2025-01-31,Iran,Cloudy
2024-12-28,Antarctica (the territory South of 60 deg S),Windy
2025-02-12,Rwanda,Cloudy
2025-01-31,Micronesia,Windy
2024-12-16,Yemen,Sunny
2025-02-15,Saint Kitts and Nevis,Windy
2025-01-16,Algeria,Cloudy
2024-12-25,Timor-Leste,Snowy
2025-01-09,Venezuela,Snowy
2025-02-11,Saint Martin,Stormy
2024-12-12,Liechtenstein,Snowy
2025-02-19,United Arab Emirates,Sunny
2024-12-06,Cambodia,Stormy
2024-12-10,Nicaragua,Stormy
2024-12-26,Cayman Islands,Snowy
2025-02-09,Bermuda,Stormy
2025-01-04,Mozambique,Cloudy
2025-01-20,Heard Island and McDonald Islands,Windy
2024-12-05,Montenegro,Cloudy
2025-02-16,Bahrain,Sunny
2024-12-10,Vietnam,Sunny
2025-02-04,United States of America,Rainy
2024-12-30,Thailand,Stormy
2025-02-07,Saint Vincent and the Grenadines,Sunny
2025-01-14,Tokelau,Windy
2025-02-06,Libyan Arab Jamahiriya,Rainy
2025-01-31,Hong Kong,Windy
2025-02-22,Jamaica,Stormy
2025-01-14,Afghanistan,Windy
2025-01-22,Namibia,Rainy
2025-01-14,United States Virgin Islands,Rainy
2024-12-10,British Virgin Islands,Windy
2025-01-22,Micronesia,Cloudy
2025-01-13,North Macedonia,Sunny
2025-02-06,Northern Mariana Islands,Rainy
2025-02-10,Benin,Windy
2025-02-27,Brazil,Cloudy
2024-12-17,Svalbard & Jan Mayen Islands,Rainy
2024-12-17,Niger,Rainy
2025-01-13,Kyrgyz Republic,Sunny
2024-12-31,Liberia,Sunny
2024-12-10,Bulgaria,Cloudy
2025-02-18,Botswana,Rainy
2025-02-28,Burkina Faso,Cloudy
2025-01-28,Christmas Island,Rainy
2024-12-15,Pakistan,Stormy
2024-12-27,Estonia,Cloudy
2025-01-08,Bangladesh,Windy
2025-01-31,Czech Republic,Rainy
2025-02-08,Slovakia (Slovak Republic),Stormy
2025-02-12,Kiribati,Sunny
2025-02-14,Indonesia,Cloudy
2024-12-06,Vietnam,Windy
2024-12-31,Mozambique,Sunny
2024-12-20,Zambia,Stormy
2025-02-05,Mozambique,Stormy
2025-03-01,Zimbabwe,Rainy
2024-12-09,Cameroon,Stormy
2025-02-10,Western Sahara,Windy
2025-01-04,Czech Republic,Windy
2024-12-24,Togo,Windy
2025-02-02,Azerbaijan,Stormy
2025-02-14,Turks and Caicos Islands,Windy
2025-01-14,Australia,Windy
2025-02-03,Marshall Islands,Snowy
2025-01-22,Saint Helena,Windy
2025-02-14,Austria,Sunny
2025-02-14,Congo,Stormy
2024-12-03,Djibouti,Snowy
2025-01-23,Saint Vincent and the Grenadines,Cloudy
2025-01-25,Spain,Cloudy
2024-12-09,Iran,Sunny
2024-12-27,Germany,Cloudy
2025-01-05,Palau,Windy
2025-02-21,Aruba,Windy
2025-01-06,Poland,Sunny
2025-01-05,Tokelau,Sunny
2025-02-18,Guyana,Cloudy
2024-12-19,Cyprus,Snowy
2025-01-20,Argentina,Cloudy
2025-02-05,Rwanda,Snowy
2024-12-05,Tanzania,Cloudy
2025-02-06,Bahrain,Cloudy
2025-02-14,Somalia,Rainy
2024-12-10,Guernsey,Cloudy
2025-02-19,Korea,Stormy
2025-03-01,Afghanistan,Snowy
2025-01-25,Guinea,Cloudy
2025-01-25,Bouvet Island (Bouvetoya),Cloudy
2025-02-17,Argentina,Windy
2024-12-14,Romania,Windy
2025-01-23,Indonesia,Cloudy
2024-12-19,Martinique,Cloudy
2025-02-12,Falkland Islands (Malvinas),Rainy
2025-01-12,Sri Lanka,Windy
2024-12-06,Saint Martin,Cloudy
2024-12-06,Tuvalu,Rainy
2025-02-28,Bolivia,Cloudy
2024-12-20,Burundi,Stormy
2024-12-20,Andorra,Stormy
2025-01-17,Kyrgyz Republic,Snowy
2025-01-16,Comoros,Sunny
2025-01-31,Guam,Snowy
2024-12-31,Pakistan,Rainy
2024-12-29,Guernsey,Windy
2025-01-11,Bhutan,Sunny
2025-02-15,French Polynesia,Windy
2024-12-02,Cameroon,Snowy
2025-02-24,Solomon Islands,Rainy
2025-01-26,Korea,Snowy
2025-02-10,Guinea,Snowy
2025-02-20,Romania,Stormy
2025-02-05,Lebanon,Windy
2024-12-24,Russian Federation,Sunny
2024-12-02,Colombia,Windy
2025-02-05,Thailand,Rainy
2025-01-04,Belize,Windy
2025-02-04,Taiwan,Sunny
2025-02-27,Micronesia,Stormy
2024-12-20,Maldives,Rainy
2024-12-17,Jamaica,Cloudy
2025-01-07,Ukraine,Snowy
2025-01-07,Luxembourg,Rainy
2024-12-10,Comoros,Stormy
2025-01-05,Sierra Leone,Snowy
2025-02-15,Cameroon,Cloudy
2024-12-12,Turkmenistan,Cloudy
